#V3.30.13.00-trans;_2019_03_09;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.0
#Stock Synthesis (SS) is a work of the U.S. Government and is not subject to copyright protection in the United States.
#Foreign copyrights may apply. See copyright.txt for more information.
#_user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Fri May  3 07:56:55 2019
#_Number_of_datafiles: 2
#C Stock Synthesis 3.21d (R. Methot)
#C Pacific sardine stock assessment update for 2012 (K. Hill)
#C PS12_X6e1.DAT
#_observed data: 
#V3.30.13.00-trans;_2019_03_09;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.0
#Stock Synthesis (SS) is a work of the U.S. Government and is not subject to copyright protection in the United States.
#Foreign copyrights may apply. See copyright.txt for more information.
1913 #_StartYr
2012 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
1 #_Ngenders: 1, 2, -1  (use -1 for 1 sex setup with SSB multiplied by female_frac parameter)
11 #_Nages=accumulator age, first age is always age 0
1 #_Nareas
2 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_sample_timing: -1 for fishing fleet to use season-long catch-at-age for observations, or 1 to use observation month;  (always 1 for surveys)
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type fishery_timing area catch_units need_catch_mult fleetname
 1 1 1 1 0 Fishery  # 1
 3 1 1 2 0 Survey  # 2
#Bycatch_fleet_input_goes_next
#a:  fleet index
#b:  1=include dead bycatch in total dead catch for F0.1 and MSY optimizations and forecast ABC; 2=omit from total catch for these purposes (but still include the mortality)
#c:  1=Fmult scales with other fleets; 2=bycatch F constant at input value; 3=bycatch F from range of years
#d:  F or first year of range
#e:  last year of range
#f:  not used
# a   b   c   d   e   f 
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
-999 1 1 0 0.01
1913 1 1 0 0.01
1914 1 1 0 0.01
1915 1 1 0 0.01
1916 1 1 0 0.01
1917 1 1 0 0.01
1918 1 1 0 0.01
1919 1 1 0 0.01
1920 1 1 0 0.01
1921 1 1 0 0.01
1922 1 1 0 0.01
1923 1 1 0 0.01
1924 1 1 0 0.01
1925 1 1 0 0.01
1926 1 1 0 0.01
1927 1 1 0 0.01
1928 1 1 0 0.01
1929 1 1 0 0.01
1930 1 1 0 0.01
1931 1 1 0 0.01
1932 1 1 0 0.01
1933 1 1 0 0.01
1934 1 1 0 0.01
1935 1 1 0 0.01
1936 1 1 0 0.01
1937 1 1 0 0.01
1938 1 1 1 0.01
1939 1 1 1 0.01
1940 1 1 1 0.01
1941 1 1 1 0.01
1942 1 1 1 0.01
1943 1 1 1 0.01
1944 1 1 1 0.01
1945 1 1 1 0.01
1946 1 1 1 0.01
1947 1 1 1 0.01
1948 1 1 1 0.01
1949 1 1 1 0.01
1950 1 1 1 0.01
1951 1 1 1 0.01
1952 1 1 1 0.01
1953 1 1 1 0.01
1954 1 1 1 0.01
1955 1 1 1 0.01
1956 1 1 1 0.01
1957 1 1 1 0.01
1958 1 1 1 0.01
1959 1 1 1 0.01
1960 1 1 1 0.01
1961 1 1 1 0.01
1962 1 1 1 0.01
1963 1 1 1 0.01
1964 1 1 1 0.01
1965 1 1 1 0.01
1966 1 1 1 0.01
1967 1 1 1 0.01
1968 1 1 1 0.01
1969 1 1 1 0.01
1970 1 1 1 0.01
1971 1 1 1 0.01
1972 1 1 1 0.01
1973 1 1 1 0.01
1974 1 1 1 0.01
1975 1 1 1 0.01
1976 1 1 1 0.01
1977 1 1 1 0.01
1978 1 1 1 0.01
1979 1 1 1 0.01
1980 1 1 1 0.01
1981 1 1 1 0.01
1982 1 1 1 0.01
1983 1 1 1 0.01
1984 1 1 1 0.01
1985 1 1 1 0.01
1986 1 1 1 0.01
1987 1 1 1 0.01
1988 1 1 1 0.01
1989 1 1 1 0.01
1990 1 1 1 0.01
1991 1 1 1 0.01
1992 1 1 1 0.01
1993 1 1 1 0.01
1994 1 1 1 0.01
1995 1 1 1 0.01
